sampleid,db_id,program_id,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"USUDMT32221",1,90,"Guilford County","NC","North Carolina","22mar2021","unknown","unknown","unused","DMT",0,0,0,0,0,0,0,0,1,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"04mar2022",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"200028",67,90,"Guilford County","NC","North Carolina","01dec2021","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"light brown",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"27jan2022",13,12,,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"200392",68,41,"Guilford County","NC","North Carolina","01dec2021","swab","swab","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"light brown",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","unknown",,,,0,"30mar2022",12,9,,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"200316",70,41,"Watauga County","NC","North Carolina","17dec2021","spatula","spatula","unused","Ecstasy",0,0,0,0,0,0,0,0,0,"yellow",1,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21mar2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WATAUGA COUNTY",37,189,37189
"200250",71,41,"Watauga County","NC","North Carolina","17dec2021","spatula","spatula","unused","Ecstasy",0,0,0,0,0,0,0,0,0,"green",1,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21mar2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WATAUGA COUNTY",37,189,37189
"200179",72,41,"Watauga County","NC","North Carolina","17dec2021","spatula","spatula","unused","Ecstasy",0,0,0,0,0,0,0,0,0,"blue",1,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21mar2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WATAUGA COUNTY",37,189,37189
"NC01400",73,90,"Forsyth County","NC","North Carolina","20dec2021","spatula","spatula","unused","Ecstasy",0,0,0,0,0,0,0,0,0,"off-white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",2,2,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | FORSYTH COUNTY",37,67,37067
"200001A",74,90,"Guilford County","NC","North Carolina","20dec2021","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,1,,,,,,,"unexpectedly sedating","unknown",,,,0,"18feb2022",4,4,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01380",75,90,"Guilford County","NC","North Carolina","21dec2021","other","other","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","vomiting; weird","",1,,,,,,,,,,"","unknown",,,,0,"27jan2022",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"200886",76,90,"Guilford County","NC","North Carolina","21dec2021","spatula","spatula","unused","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"27jan2022",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01467",77,90,"Guilford County","NC","North Carolina","22dec2021","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01389",78,90,"Forsyth County","NC","North Carolina","22dec2021","pill","pill","unused","Xanax",0,0,0,0,1,0,0,0,0,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",2,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"NC | FORSYTH COUNTY",37,67,37067
"200423",79,41,"Guilford County","NC","North Carolina","28dec2021","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"light brown",0,"crystals; shiny; chunky",,,,,1,"shiny","weird","",1,,,,,,,,,,"Not normal, I felt like I was going to have a seizure","unknown",,,,0,"09feb2022",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"200194",80,41,"Guilford County","NC","North Carolina","29dec2021","spatula","spatula","unused","Molly",0,0,0,0,0,0,0,0,1,"tan",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"200913",84,90,"Guilford County","NC","North Carolina","31dec2021","spatula","spatula","unused","other",0,0,0,0,0,0,0,0,0,"blue",1,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"27jan2022",6,4,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01384",85,90,"Guilford County","NC","North Carolina","07jan2022","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; shiny; scaly",,,1,,,"shiny","weird","",1,,,,,,1,,,,"heart burn","unknown",,,,0,"09feb2022",5,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01321",86,90,"Guilford County","NC","North Carolina","18jan2022","spatula","spatula","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"chunky",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"29mar2022",2,1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01409",87,90,"Guilford County","NC","North Carolina","20jan2022","unknown","unknown","unused","Molly",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"01apr2022",3,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NC | GUILFORD COUNTY",37,81,37081
"NC01395",88,90,"Guilford County","NC","North Carolina","22jan2022","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",5,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01401",89,90,"Guilford County","NC","North Carolina","28jan2022","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"light brown",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",5,5,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01394",90,90,"Guilford County","NC","North Carolina","28jan2022","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"off-white",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"09feb2022",6,5,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01411",91,90,"Guilford County","NC","North Carolina","30jan2022","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"tan",0,"powder",,,1,,,"","typical","normal",,,,,,,,,,,"","unknown",,,,0,"29mar2022",12,8,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01405",92,90,"Guilford County","NC","North Carolina","30jan2022","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"light tan",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"29mar2022",11,8,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01415",93,90,"Guilford County","NC","North Carolina","31jan2022","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"29mar2022",5,4,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300119",105,90,"Guilford County","NC","North Carolina","17mar2022","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"brown; light tan",0,"sticky; powder; chunky",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"29mar2022",5,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300112",106,90,"Guilford County","NC","North Carolina","17mar2022","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"yellow; white",1,"powder; dull; chunky",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,0,"29mar2022",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01326",107,90,"Guilford County","NC","North Carolina","17mar2022","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"chunky",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21apr2022",6,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"300115",109,90,"Guilford County","NC","North Carolina","22mar2022","unknown","unknown","unused","heroin",1,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"21apr2022",10,4,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"300113",110,90,"Guilford County","NC","North Carolina","22mar2022","spatula","spatula","taken","heroin",1,0,0,0,0,0,0,0,0,"light tan",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"21apr2022",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300118",112,90,"Alamance County","NC","North Carolina","23mar2022","spatula","spatula","taken","MDMA",0,0,0,0,0,0,0,0,1,"gray",0,"crystals",,,,,1,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"21apr2022",2,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | ALAMANCE COUNTY",37,1,37001
"300105",113,90,"Guilford County","NC","North Carolina","28mar2022","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21apr2022",5,1,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300108",114,90,"New Hanover County","NC","North Carolina","30mar2022","spatula","spatula","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"21apr2022",2,1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | NEW HANOVER COUNTY",37,129,37129
"300100",115,,"","NC","North Carolina","01apr2022","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"navy blue",1,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"09jun2022",18,12,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | ",,,
"300101",121,90,"Wake County","NC","North Carolina","15apr2022","unknown","unknown","taken","MDMA",0,0,0,0,0,0,0,0,1,"brown",0,"powder; chunky",,,1,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"04aug2022",2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NC | WAKE COUNTY",37,183,37183
"300104",122,90,"Guilford County","NC","North Carolina","18apr2022","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"09jun2022",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300103",123,90,"Guilford County","NC","North Carolina","20apr2022","spatula","spatula","taken","MDMA",0,0,0,0,0,0,0,0,1,"purple",1,"crystals",,,,,1,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"05aug2022",2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300102",124,90,"Guilford County","NC","North Carolina","21apr2022","spatula","spatula","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","nice","",,,,,1,,,,,,"","not overdose related",0,,,0,"04aug2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300116",128,90,"Guilford County","NC","North Carolina","28apr2022","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"chunky",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"03may2022",4,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"NC | GUILFORD COUNTY",37,81,37081
"300107",129,90,"Wake County","NC","North Carolina","28apr2022","spatula","spatula","taken","MDMA",0,0,0,0,0,0,0,0,1,"brown",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"04aug2022",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WAKE COUNTY",37,183,37183
"300111",130,90,"Guilford County","NC","North Carolina","29apr2022","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"03may2022",3,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01416",131,96,"Gaston County","NC","North Carolina","01may2022","syringe","syringe","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"brown",0,"",,,,,,"","weird","",1,,,,,,,,,,"","unknown",,,,0,"02jun2022",9,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"NC | GASTON COUNTY",37,71,37071
"NC01461",132,96,"Catawba County","NC","North Carolina","01may2022","syringe","syringe","unused","heroin; fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"02jun2022",8,7,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NC | CATAWBA COUNTY",37,35,37035
"NC01473",133,96,"Catawba County","NC","North Carolina","01may2022","syringe","syringe","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"clear",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"Ostensibly fentanyl. Thinks not but very weird","unknown",,,,0,"02jun2022",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | CATAWBA COUNTY",37,35,37035
"NC01330",134,96,"Gaston County","NC","North Carolina","01may2022","syringe","syringe","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"clear; white",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"Strange feeling beyond typical fentanyl","unknown",,,,0,"03jun2022",5,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | GASTON COUNTY",37,71,37071
"300117",135,90,"Guilford County","NC","North Carolina","02may2022","unknown","unknown","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"04aug2022",2,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"NC01464",136,96,"Catawba County","NC","North Carolina","05may2022","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,1,0,0,0,0,"green",1,"fake pill",,1,,,,"","typical","normal",,,,,,,,,,,"Had benzo-like effects. Believes it contains a benzo before they knew they were pressed.","unknown",,,,0,"02jun2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"NC | CATAWBA COUNTY",37,35,37035
"300274",138,90,"Forsyth County","NC","North Carolina","10may2022","swab","swab","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"white",0,"powder; shiny",,,1,,,"shiny","more down","",,,,1,,,,,,,"Felt like a tranquilizer of some sort","involved in OD",1,,,0,"09jun2022",5,4,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | FORSYTH COUNTY",37,67,37067
"300297",139,90,"Forsyth County","NC","North Carolina","10may2022","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","normal","normal",,,,,,,,,,,"Seems like a standard fent mix","not overdose related",0,,,0,"09jun2022",6,5,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | FORSYTH COUNTY",37,67,37067
"300298",145,90,"Forsyth County","NC","North Carolina","18may2022","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","normal","normal",,,,,,,,,,,"Dope has a sweet taste","not overdose related",0,,,0,"09jun2022",10,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | FORSYTH COUNTY",37,67,37067
"300258",147,90,"Forsyth County","NC","North Carolina","19may2022","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","long; normal","normal",,,,,,1,,,,,"","not overdose related",0,,,0,"09jun2022",6,4,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | FORSYTH COUNTY",37,67,37067
"300276",149,90,"Guilford County","NC","North Carolina","20may2022","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals; powder; shiny",,,1,,1,"shiny","","",,,,,,,,,,,"?","not overdose related",0,,,0,"09jun2022",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300263",150,90,"Guilford County","NC","North Carolina","20may2022","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"black specks; gray-white",0,"powder; chunky",,,1,,,"","","",,,,,,,,,,,"?","not overdose related",0,,,0,"09jun2022",2,1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300290",151,90,"Guilford County","NC","North Carolina","20may2022","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; powder; shiny",,,1,,1,"shiny","","",,,,,,,,,,,"?","not overdose related",0,,,0,"09jun2022",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300280",152,90,"Guilford County","NC","North Carolina","20may2022","pill","pill","taken","MDMA",0,0,0,0,0,0,0,0,1,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"?","not overdose related",0,,,0,"09jun2022",3,1,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"NC | GUILFORD COUNTY",37,81,37081
"300264",153,90,"Guilford County","NC","North Carolina","20may2022","spatula","spatula","taken","MDMA",0,0,0,0,0,0,0,0,1,"tan",0,"powder; flaky; shiny; chunky",,,1,,,"shiny","","",,,,,,,,,,,"?","not overdose related",0,,,0,"09jun2022",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300260",154,90,"Guilford County","NC","North Carolina","22may2022","swab","swab","taken","heroin",1,0,0,0,0,0,0,0,0,"brown",0,"oil/wax",1,,,,,"","long; stronger","stronger",,,,,,1,,,,,"","not overdose related",0,,,0,"05aug2022",20,15,,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300478",160,113,"Mecklenburg County","NC","North Carolina","01jun2022","spatula","spatula","unused","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder; flaky; dull",,,1,,,"dull","","",,,,,,,,,,,"","not overdose related",0,,,0,"18jul2022",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | MECKLENBURG COUNTY",37,119,37119
"300477",161,113,"Mecklenburg County","NC","North Carolina","01jun2022","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; flaky; shiny",,,1,,,"shiny","","",,,,,,,,,,,"","not overdose related",0,,,0,"18jul2022",5,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | MECKLENBURG COUNTY",37,119,37119
